ID,Marital_Status,Income,Dt_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,,,,,,,,,,,,,,,,,,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2
2802,Married,"$87,000.00",12-15-2012,196,25,607,67,17,49,4,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
2804,Single,"$46,098.00",08-18-2012,57,0,27,0,0,36,3,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
2807,Married,"$56,796.00",02-16-2013,656,38,161,62,47,37,8,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
2811,Single,"$48,918.00",12-04-2014,52,0,9,0,0,1,1,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
2814,Together,"$30,560.00",06-27-2013,9,1,5,4,5,7,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
2815,Married,"$33,183.00",02-24-2014,7,5,39,17,15,37,4,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
2826,Married,"$22,574.00",10-28-2013,25,0,8,2,0,2,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
2829,Married,"$65,210.00",10-03-2014,626,0,70,0,7,28,9,,,,,,,,,,,,,,,,,,8,0,1,0,1,0
2831,Together,"$78,416.00",06-27-2014,453,38,279,188,38,183,7,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
2836,Married,"$43,269.00",09-16-2013,10,1,7,0,0,1,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
2849,Single,"$60,474.00",01-04-2013,265,199,303,234,9,170,10,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
2853,Single,"$51,766.00",11-03-2014,60,51,87,6,20,51,4,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
2861,Single,"$24,072.00",04-16-2013,9,1,6,3,0,4,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
2863,Single,$0.00,08-23-2013,738,20,172,52,50,20,2,,,,,,,,,,,,,,,,,,10,0,1,0,1,0
2868,Single,"$26,518.00",08-04-2013,20,1,28,3,3,2,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
2870,Married,"$49,094.00",09-21-2012,376,0,38,11,8,69,6,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
2874,Divorced,"$35,388.00",07-03-2013,6,4,7,4,3,8,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
2875,Married,"$67,023.00",04-03-2014,444,44,382,11,8,17,3,,,,,,,,,,,,,,,,,,13,0,0,0,0,0
2877,Together,"$46,014.00",01-21-2013,410,0,59,19,9,44,7,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
2878,Married,"$67,472.00",09-28-2013,162,31,127,8,17,69,4,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
2882,Divorced,"$67,893.00",01-10-2012,711,28,142,49,18,47,3,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
2886,Divorced,"$74,290.00",12-08-2013,1121,0,72,0,12,12,10,,,,,,,,,,,,,,,,,,10,0,1,0,1,0
2891,Divorced,"$68,118.00",10-18-2013,595,23,123,10,23,154,8,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
2894,Single,"$72,903.00",10-29-2013,1067,138,750,0,19,39,7,,,,,,,,,,,,,,,,,,8,0,1,1,1,0
2895,Single,"$49,980.00",10-23-2013,104,1,54,13,9,14,3,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
2902,Together,$0.00,03-09-2012,19,4,12,2,2,6,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
2909,Married,"$78,128.00",02-19-2014,934,24,230,16,24,36,8,,,,,,,,,,,,,,,,,,6,0,1,1,0,0
2918,Divorced,"$28,510.00",04-13-2013,44,5,19,0,4,19,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
2920,Single,"$52,614.00",01-12-2012,789,0,142,12,9,38,2,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
2926,Together,"$55,951.00",08-23-2012,1241,0,80,0,13,40,3,,,,,,,,,,,,,,,,,,11,0,1,0,0,1
2928,Single,"$52,614.00",01-12-2012,789,0,142,12,9,38,2,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
2929,Single,"$20,180.00",02-20-2013,18,42,24,15,20,18,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
2930,Single,"$68,092.00",12-16-2013,852,60,207,78,36,48,2,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
2931,Divorced,"$71,847.00",09-21-2012,737,21,106,55,63,210,6,,,,,,,,,,,,,,,,,,9,0,0,0,1,0
2936,Together,"$23,661.00",04-12-2013,18,0,4,0,0,1,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
2937,Single,"$68,352.00",08-28-2013,614,16,132,43,33,33,8,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
2939,Together,"$79,419.00",06-22-2014,751,127,687,20,15,31,4,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
2942,Single,"$45,906.00",07-05-2013,305,3,27,4,3,144,5,,,,,,,,,,,,,,,,,,4,1,0,0,0,0
2945,Together,"$46,015.00",04-13-2014,38,0,2,0,0,6,1,,,,,,,,,,,,,,,,,,3,1,0,0,0,1
2948,Divorced,"$62,637.00",01-03-2014,104,12,48,4,12,5,2,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
2952,Single,"$36,273.00",04-16-2014,29,3,30,3,2,9,3,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
2958,Married,"$28,442.00",02-24-2014,19,3,10,11,8,6,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
2961,Married,"$42,081.00",02-26-2013,175,10,110,54,6,27,6,,,,,,,,,,,,,,,,,,4,1,0,0,0,0
2963,Together,"$75,507.00",02-05-2014,709,93,374,104,80,80,8,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
2964,Married,"$26,872.00",10-16-2013,3,10,8,3,16,32,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
2968,Divorced,"$48,948.00",01-02-2013,437,8,206,160,49,42,7,,,,,,,,,,,,,,,,,,5,1,0,0,0,0
2975,Together,"$85,606.00",12-11-2012,717,42,864,219,30,84,6,,,,,,,,,,,,,,,,,,9,0,0,0,1,0
2980,Single,"$8,820.00",03-22-2013,12,0,13,4,2,4,3,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
2986,Married,"$30,772.00",12-03-2014,7,2,4,2,1,4,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
2995,Together,"$66,636.00",08-17-2013,291,10,689,84,10,0,3,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
3005,Single,"$83,528.00",01-05-2014,530,117,678,134,44,147,4,,,,,,,,,,,,,,,,,,8,1,0,0,1,0
3006,Divorced,"$30,992.00",04-22-2013,17,0,14,7,3,2,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3007,Together,"$37,758.00",04-10-2012,27,2,10,0,0,1,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3009,Widow,"$71,670.00",09-07-2013,1462,16,128,0,0,160,5,,,,,,,,,,,,,,,,,,6,0,1,1,0,1
3010,Together,"$88,420.00",02-05-2014,957,153,612,99,95,153,4,,,,,,,,,,,,,,,,,,8,1,0,1,1,0
3011,Married,"$69,139.00",01-27-2014,86,12,75,33,15,6,4,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
3025,Single,"$49,967.00",08-07-2013,212,6,69,4,12,3,6,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
3032,Married,"$24,570.00",02-27-2013,28,34,62,11,14,44,4,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3033,Together,"$38,620.00",11-05-2013,112,17,44,34,22,89,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3037,Married,"$50,150.00",06-20-2013,135,46,92,65,61,11,5,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
3050,Married,"$54,198.00",12-17-2013,185,0,28,3,2,17,3,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
3056,Divorced,"$63,693.00",10-14-2013,587,43,337,42,87,54,11,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
3066,Together,"$61,905.00",04-02-2014,167,0,43,6,2,13,4,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3068,Married,"$18,351.00",10-29-2013,1,12,9,0,14,7,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3074,Married,"$70,643.00",10-15-2012,1218,107,304,23,143,33,5,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3075,Married,"$59,973.00",11-09-2013,130,30,168,20,34,0,3,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
3076,Together,"$66,653.00",07-09-2012,452,18,102,16,18,6,4,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
3081,Married,"$41,014.00",04-22-2013,7,2,6,2,0,3,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
3083,Married,"$45,837.00",07-26-2013,215,13,87,17,17,24,6,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
3091,Together,"$75,774.00",02-05-2014,340,21,134,258,14,56,7,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
3099,Divorced,"$44,267.00",02-25-2013,183,5,65,3,5,49,5,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3102,Together,"$19,414.00",10-16-2013,2,3,12,3,5,7,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3104,Single,"$82,332.00",09-17-2012,830,59,968,51,79,19,5,,,,,,,,,,,,,,,,,,12,0,0,1,0,0
3107,Together,"$71,322.00",02-05-2014,121,24,124,24,15,42,4,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
3112,Married,"$22,701.00",05-09-2013,2,4,9,0,4,5,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3117,Single,$0.00,10-18-2013,264,0,21,12,6,147,6,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
3120,Together,"$38,547.00",08-28-2013,6,1,10,0,1,4,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
3129,Married,"$30,096.00",05-22-2014,5,3,11,12,5,9,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3130,Single,"$18,701.00",04-06-2013,12,4,2,10,6,10,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3136,Divorced,"$59,432.00",04-13-2013,317,25,265,25,19,12,5,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
3138,Single,"$91,249.00",10-20-2012,1324,27,119,71,108,27,7,,,,,,,,,,,,,,,,,,6,0,1,1,1,1
3139,Single,"$74,116.00",12-30-2013,871,111,704,145,55,166,4,,,,,,,,,,,,,,,,,,10,0,1,0,0,0
3152,Together,"$26,091.00",02-25-2014,15,10,19,8,17,20,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3153,Single,"$40,737.00",08-12-2013,11,0,4,0,0,2,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
3158,Married,"$32,300.00",03-01-2013,13,3,6,6,5,6,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3170,Together,"$68,148.00",08-31-2013,389,66,408,37,57,85,4,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
3174,Together,"$87,771.00",05-22-2013,1492,38,287,50,57,33,5,,,,,,,,,,,,,,,,,,4,0,1,1,1,1
3179,Single,"$81,741.00",06-16-2013,249,153,940,58,134,38,6,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
3182,Single,"$46,854.00",03-31-2014,96,1,79,7,1,79,5,,,,,,,,,,,,,,,,,,3,1,0,0,0,0
3194,Single,"$71,466.00",05-04-2014,412,12,546,78,182,0,4,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
3197,Married,"$77,353.00",12-16-2013,275,59,107,69,101,59,6,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
3202,Married,"$51,563.00",01-10-2012,1166,0,48,0,0,36,4,,,,,,,,,,,,,,,,,,10,0,1,1,0,0
3220,Married,"$39,922.00",02-14-2013,29,12,59,19,1,36,3,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3225,Married,"$42,207.00",01-04-2013,116,11,72,3,17,46,4,,,,,,,,,,,,,,,,,,5,1,0,0,0,0
3231,Married,"$37,971.00",11-25-2013,5,4,10,2,2,7,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3233,Married,"$62,745.00",03-23-2013,562,21,464,28,10,32,7,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
3254,Married,"$70,886.00",10-14-2013,407,70,239,103,88,53,5,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3262,Single,"$68,281.00",07-08-2012,995,112,417,42,48,41,2,,,,,,,,,,,,,,,,,,13,0,0,0,0,0
3265,Married,"$35,701.00",03-19-2013,21,1,9,7,3,5,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3266,Married,"$42,523.00",04-23-2014,14,36,11,3,26,35,1,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3267,Together,"$57,288.00",06-25-2014,527,0,21,0,0,60,8,,,,,,,,,,,,,,,,,,8,0,1,0,0,0
3270,Together,"$17,117.00",01-17-2013,12,23,38,30,18,7,3,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3276,Together,"$36,301.00",10-25-2013,11,12,35,3,5,12,3,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3277,Divorced,"$49,431.00",03-08-2012,219,3,100,26,0,17,7,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
3281,Married,"$49,154.00",03-11-2013,206,10,67,30,27,71,4,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
3283,Married,"$70,932.00",01-19-2014,200,193,100,46,185,185,6,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
3286,Divorced,"$26,642.00",01-03-2014,13,2,15,2,2,8,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3298,Married,"$52,973.00",08-11-2012,856,0,76,12,9,199,9,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
3308,Married,"$35,704.00",03-01-2014,30,9,12,2,11,30,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3310,Married,"$35,688.00",08-22-2012,73,3,90,12,1,32,4,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3312,Single,"$34,176.00",12-05-2014,5,7,24,19,14,20,3,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3321,Together,"$56,575.00",05-05-2013,421,5,90,0,16,10,7,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
3332,Single,"$29,760.00",08-29-2012,64,4,68,7,5,17,3,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3334,Married,"$94,642.00",12-02-2014,879,143,797,106,143,143,5,,,,,,,,,,,,,,,,,,9,0,0,1,1,0
3336,Together,"$66,375.00",11-21-2013,712,0,45,0,0,191,2,,,,,,,,,,,,,,,,,,5,1,0,0,0,0
3340,Married,"$42,014.00",08-17-2012,244,15,108,4,15,50,7,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
3363,Married,"$20,130.00",03-17-2014,0,6,3,7,6,12,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3376,Divorced,"$55,282.00",12-13-2013,125,6,73,8,4,19,3,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
3381,Married,"$54,348.00",08-06-2014,70,0,16,0,0,4,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3386,Married,"$34,935.00",06-21-2013,34,4,66,3,10,20,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3388,Divorced,"$70,844.00",10-30-2013,129,26,67,3,67,2,6,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
3389,Married,"$69,016.00",11-22-2012,726,53,363,123,107,161,8,,,,,,,,,,,,,,,,,,13,0,0,0,0,0
3403,Together,"$78,952.00",09-24-2012,1170,19,594,99,76,134,2,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
3406,Single,"$45,989.00",10-22-2012,138,33,87,28,24,12,3,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
3409,Single,"$36,108.00",10-15-2013,141,8,129,3,11,47,7,,,,,,,,,,,,,,,,,,4,1,0,0,0,0
3412,Married,"$67,381.00",01-15-2013,815,8,53,11,0,70,2,,,,,,,,,,,,,,,,,,9,0,1,0,0,0
3421,Divorced,"$63,841.00",04-21-2013,635,15,100,20,7,131,9,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
3422,Married,"$76,068.00",11-29-2012,1115,12,128,33,12,76,2,,,,,,,,,,,,,,,,,,4,0,1,0,0,1
3426,Divorced,"$70,300.00",07-15-2013,1045,61,338,60,46,46,5,,,,,,,,,,,,,,,,,,13,0,0,0,0,0
3427,Married,"$59,821.00",12-04-2013,629,0,70,0,0,35,11,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
3428,Together,"$68,682.00",06-10-2013,919,0,505,99,30,45,4,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
3433,Married,"$72,635.00",03-06-2013,390,22,323,104,35,107,6,,,,,,,,,,,,,,,,,,6,0,0,0,1,0
3434,Single,"$80,872.00",12-05-2014,483,72,567,94,12,108,4,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
3436,Married,"$14,045.00",01-26-2014,11,0,5,2,1,1,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3439,Married,"$56,721.00",10-31-2012,157,6,39,6,13,75,4,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
3445,Single,"$60,714.00",01-17-2013,216,162,224,101,92,162,7,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
3463,Married,"$69,283.00",06-14-2014,674,62,134,0,26,8,7,,,,,,,,,,,,,,,,,,13,0,0,0,0,0
3469,Divorced,"$34,487.00",06-09-2012,19,18,33,24,1,8,3,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3478,Married,"$60,585.00",06-24-2013,267,42,309,55,42,21,7,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
3479,Single,"$16,813.00",07-19-2013,4,8,11,12,2,13,2,,,,,,,,,,,,,,,,,,3,1,0,0,0,0
3483,Married,"$48,192.00",06-04-2013,1039,43,204,153,58,29,2,,,,,,,,,,,,,,,,,,12,0,1,0,1,1
3491,Together,"$55,914.00",04-29-2013,384,60,364,119,101,232,11,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
3498,Married,"$55,424.00",11-25-2012,462,61,184,10,53,107,7,,,,,,,,,,,,,,,,,,9,1,0,0,0,0
3503,Divorced,"$82,460.00",02-12-2013,255,47,573,52,32,15,5,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
3507,Single,"$76,467.00",08-17-2012,676,161,426,210,44,58,2,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
3515,Single,"$62,307.00",02-17-2014,87,13,34,10,6,10,4,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3517,Single,"$40,887.00",06-05-2013,50,4,44,10,10,43,3,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3518,Married,"$25,271.00",05-12-2012,10,1,18,10,4,7,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
3520,Single,"$91,172.00",03-27-2013,162,28,818,0,28,56,4,,,,,,,,,,,,,,,,,,7,1,0,1,1,1
3523,Together,"$75,072.00",01-23-2013,583,34,309,0,22,125,5,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
3524,Single,"$39,763.00",04-08-2013,80,1,60,4,6,16,5,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
3525,Together,"$38,200.00",07-12-2012,12,0,4,0,0,1,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
3526,Married,"$38,443.00",01-27-2014,32,0,5,0,0,1,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3535,Single,"$66,294.00",03-17-2014,251,108,334,65,92,117,4,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
3536,Together,"$19,740.00",03-24-2013,7,11,3,10,4,20,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3537,Together,"$31,089.00",08-17-2012,31,3,31,2,8,4,3,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3547,Together,"$41,021.00",12-30-2012,14,7,9,6,16,12,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3551,Together,"$60,033.00",03-29-2014,62,1,57,19,11,48,2,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
3559,Married,"$16,248.00",10-05-2014,12,11,10,3,12,9,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3560,Together,"$83,844.00",12-05-2013,901,31,345,75,31,191,4,,,,,,,,,,,,,,,,,,11,0,0,1,0,0
3565,Married,"$38,452.00",03-30-2014,56,0,14,0,0,2,3,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3570,Together,"$42,731.00",10-21-2013,159,2,51,6,2,24,4,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
3571,Together,"$63,342.00",10-16-2012,918,21,118,13,10,21,8,,,,,,,,,,,,,,,,,,5,0,1,0,0,0
3578,Divorced,"$49,160.00",10-20-2013,122,21,43,25,10,15,3,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
3584,Single,"$49,667.00",08-20-2012,1181,26,120,17,13,39,5,,,,,,,,,,,,,,,,,,5,1,0,0,0,0
3594,Married,"$54,108.00",05-11-2012,539,6,91,8,6,97,8,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
3595,Together,"$77,226.00",02-28-2014,631,43,239,128,76,21,6,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
3598,Married,"$62,710.00",05-23-2013,441,35,83,7,29,11,4,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
3599,Married,"$63,684.00",11-26-2012,575,80,428,208,93,80,8,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
3602,Married,"$51,412.00",12-31-2013,140,3,29,4,5,14,3,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3619,Divorced,"$87,305.00",09-23-2012,345,25,501,63,138,80,5,,,,,,,,,,,,,,,,,,8,0,0,1,0,0
3623,Together,"$21,675.00",11-06-2014,4,0,16,17,4,4,4,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3628,Single,"$15,038.00",01-29-2013,4,8,11,19,12,26,2,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
3629,Single,"$38,557.00",12-19-2012,76,3,31,4,4,27,3,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3635,Single,"$52,597.00",07-05-2014,492,0,37,7,0,42,6,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
3641,Married,"$13,624.00",01-20-2013,10,2,15,2,1,6,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3643,Married,"$63,206.00",03-20-2014,750,8,125,11,8,26,4,,,,,,,,,,,,,,,,,,6,0,0,1,0,0
3645,Single,"$27,213.00",08-30-2012,19,3,26,10,9,3,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3657,Single,"$39,146.00",02-14-2013,94,1,33,13,12,12,4,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3661,Single,"$80,617.00",12-10-2012,594,51,631,72,55,32,4,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
3665,Together,"$25,315.00",07-11-2013,1,9,8,11,3,22,3,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3667,Married,"$80,952.00",02-28-2013,778,178,689,41,27,44,8,,,,,,,,,,,,,,,,,,11,0,1,1,1,0
3673,Single,"$55,239.00",07-14-2013,371,17,238,23,24,106,7,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
3678,Widow,"$60,208.00",07-10-2012,488,23,71,15,0,59,8,,,,,,,,,,,,,,,,,,7,0,1,0,0,0
3690,Married,"$80,141.00",11-01-2013,1184,102,673,52,40,40,7,,,,,,,,,,,,,,,,,,10,0,0,1,0,0
3696,Divorced,"$30,630.00",01-27-2014,27,1,12,2,0,10,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3697,Together,"$39,898.00",12-02-2013,69,8,26,12,7,12,3,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3698,Together,"$78,687.00",09-08-2012,817,185,687,145,55,241,4,,,,,,,,,,,,,,,,,,8,0,0,1,0,0
3706,Single,"$28,647.00",08-21-2013,19,8,29,0,12,26,2,,,,,,,,,,,,,,,,,,2,1,0,0,0,0
3710,Single,"$39,684.00",12-10-2012,19,0,35,6,4,17,2,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
3711,Married,"$80,184.00",01-03-2014,1035,134,670,25,38,0,6,,,,,,,,,,,,,,,,,,10,0,0,1,1,0
3712,Divorced,"$52,332.00",08-28-2013,212,5,33,7,0,2,3,,,,,,,,,,,,,,,,,,6,0,1,0,0,0
3717,Married,"$61,180.00",04-23-2014,403,24,29,6,24,218,5,,,,,,,,,,,,,,,,,,6,1,0,0,0,0
3722,Single,"$44,503.00",04-16-2014,31,1,8,0,0,8,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3725,Single,"$84,865.00",09-05-2013,1248,16,349,43,16,16,2,,,,,,,,,,,,,,,,,,9,0,1,1,1,1
3726,Together,"$34,320.00",02-16-2014,4,1,9,3,0,0,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
3732,Married,"$52,750.00",04-02-2013,393,0,239,90,69,69,5,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
3745,Married,"$23,331.00",04-09-2012,5,36,7,0,10,45,3,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3749,Together,"$73,926.00",02-03-2013,627,91,597,159,91,15,6,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
3759,Together,"$65,196.00",07-25-2013,743,19,181,12,0,200,7,,,,,,,,,,,,,,,,,,11,1,0,0,0,0
3762,Single,"$69,867.00",02-04-2013,196,0,512,33,130,54,3,,,,,,,,,,,,,,,,,,8,0,0,0,1,0
3766,Widow,"$33,051.00",08-16-2012,100,71,243,108,94,219,9,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
3767,Married,"$61,314.00",04-25-2013,378,0,189,97,172,172,5,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
3769,Together,$0.00,02-03-2014,25,1,13,0,0,3,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3783,Married,"$52,854.00",03-24-2014,105,0,10,0,1,0,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
3790,Together,"$34,633.00",01-23-2014,8,1,5,0,0,1,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
3798,Married,"$41,120.00",06-11-2013,24,2,23,0,8,24,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3799,Married,"$67,225.00",11-26-2013,315,35,322,46,7,143,7,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
3807,Together,"$59,925.00",11-30-2012,473,21,176,19,21,56,9,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
3828,Married,"$71,107.00",02-17-2013,533,10,217,198,174,195,7,,,,,,,,,,,,,,,,,,13,0,0,0,0,0
3829,Together,"$24,594.00",10-12-2013,1,3,6,10,0,9,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3830,Married,"$59,354.00",04-24-2014,295,21,78,39,13,13,4,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
3834,Single,"$69,627.00",03-17-2013,231,161,215,171,30,53,8,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
3839,Single,"$15,056.00",03-05-2013,6,12,3,21,6,40,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
3846,Married,"$42,557.00",08-29-2012,192,5,53,0,5,15,6,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
